paper_id,paper_year,paper_title,claude_formula,claude_tc,claude_pressure_class,claude_pressure_gpa,claude_family,sclib_formula,sclib_tc,sclib_pressure_class,sclib_pressure_gpa,sclib_family,formula_similarity,formula_match,tc_delta,tc_match,pressure_class_match,family_match,notes
arxiv:1409.3982,2014,Coexistence of 3d-ferromagnetism and superconductivity in [(Li(1-x)Fex)OH](Fe(1-y)Liy)Se,[(Li(1-x)Fex)OH](Fe(1-y)Liy)Se,43.0,ambient,0.0,iron_based,(Li1-xFex)OH(Fe1-yLiy)Se,43.0,unknown,,iron_based,0.8889,True,0.0,True,False,True,pressure class disagreement
arxiv:1402.4472,2014,Validity of Kohler's rule in the pseudogap phase of the cuprate superconductors,HgBa2CuO4+δ,,ambient,0.0,cuprate,HgBa2CuO4+δ,70.0,unknown,,cuprate,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:0806.1412,2008,Hydration-induced anisotropic spin fluctuations in Na_{x}CoO_{2}\cdot1.3H_{2}O superconductor,Na_{0.42}CoO_{2}·1.3H_{2}O,4.25,ambient,0.0,,Na0.42CoO2·1.3H2O,4.25,unknown,,,0.7907,False,0.0,True,False,True,formula similarity 0.79 below threshold; pressure class disagreement
arxiv:0909.4985,2009,Hall effect in superconducting Fe(Se0.5Te0.5) thin films,Fe(Se0.5Te0.5),5.0,ambient,0.0,iron_based,Fe(Se0.5Te0.5),9.0,unknown,,iron_based,1.0,True,4.0,True,False,True,pressure class disagreement
arxiv:0909.4985,2009,Hall effect in superconducting Fe(Se0.5Te0.5) thin films,Fe(Se0.5Te0.5),9.0,ambient,0.0,iron_based,Fe(Se0.5Te0.5),9.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0903.3515,2009,"Inverse Iron Isotope Effect on the transition temperature of the (Ba,K)Fe2As2 superconductor","(Ba,K)Fe2As2",38.0,ambient,0.0,iron_based,"(Ba,K)Fe2As2",38.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0903.3515,2009,"Inverse Iron Isotope Effect on the transition temperature of the (Ba,K)Fe2As2 superconductor","(Ba,K)Fe2As2",38.0,ambient,0.0,iron_based,"(Ba,K)Fe2As2",38.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1205.5731,2012,Superconductivity at Tc = 44 K in LixFe2Se2(NH3)y,LixFe2Se2(NH3)y,44.0,ambient,0.0,hydride,Li0.5Fe2Se2(NH3)0.6,44.0,ambient,0.0,hydride,0.7647,False,0.0,True,True,True,formula similarity 0.76 below threshold
arxiv:1003.3936,2010,Flux pinning in (1111) iron-pnictide superconducting crystals,PrFeAsO₁₋ᵧ,,ambient,0.0,iron_based,PrFeAsO1-y,38.0,unknown,,iron_based,0.7,False,,False,False,True,formula similarity 0.70 below threshold; tc disagreement; pressure class disagreement
arxiv:1003.3936,2010,Flux pinning in (1111) iron-pnictide superconducting crystals,"NdFeAs(O,F)",,ambient,0.0,iron_based,NdFeAsO0.9F0.1,34.5,unknown,,iron_based,0.64,False,,False,False,True,formula similarity 0.64 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0210536,2002,Commensurate spin dynamics in the superconducting state of an electron-doped cuprate superconductor,Nd2-xCexCuO4,18.0,ambient,0.0,cuprate,Nd2-xCexCuO4,18.0,ambient,0.0,cuprate,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0210536,2002,Commensurate spin dynamics in the superconducting state of an electron-doped cuprate superconductor,Nd2-xCexCuO4,25.0,ambient,0.0,cuprate,Nd2-xCexCuO4,18.0,ambient,0.0,cuprate,1.0,True,-7.0,True,True,True,
arxiv:2006.01776,2020,Non-destructive characterisation of dopant spatial distribution in cuprate superconductors,"(La,Sr)2CuO4",,ambient,0.0,cuprate,La2-xSrxCuO4,14.43,unknown,,cuprate,0.6667,False,,False,False,True,formula similarity 0.67 below threshold; tc disagreement; pressure class disagreement
arxiv:2006.01776,2020,Non-destructive characterisation of dopant spatial distribution in cuprate superconductors,"(La,Sr)2CuO4",,ambient,0.0,cuprate,La2-xSrxCuO4,14.43,unknown,,cuprate,0.6667,False,,False,False,True,formula similarity 0.67 below threshold; tc disagreement; pressure class disagreement
arxiv:0811.1601,2008,The intrinsic electronic phase diagram of iron-oxypnictide superconductors,LaFeAsO₁₋ₓFₓ,,ambient,0.0,iron_based,LaFeAsO1-xFx,26.8,unknown,,iron_based,0.6667,False,,False,False,True,formula similarity 0.67 below threshold; tc disagreement; pressure class disagreement
arxiv:0811.1601,2008,The intrinsic electronic phase diagram of iron-oxypnictide superconductors,SmFeAsO₁₋ₓFₓ,,ambient,0.0,iron_based,SmFeAsO1-xFx,36.2,unknown,,iron_based,0.6667,False,,False,False,True,formula similarity 0.67 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0201544,2002,Elastic-to-plastic crossover below the peak effect in the vortex solid of YBa2Cu3O7 single crystals,YBa2Cu3O7,,ambient,0.0,cuprate,YBa2Cu3O7,93.2,ambient,0.0,cuprate,1.0,True,,False,True,True,tc disagreement
arxiv:cond-mat/0201544,2002,Elastic-to-plastic crossover below the peak effect in the vortex solid of YBa2Cu3O7 single crystals,YBa2Cu3O7,,ambient,0.0,cuprate,YBa2Cu3O7,93.2,ambient,0.0,cuprate,1.0,True,,False,True,True,tc disagreement
arxiv:0808.2147,2008,Tuning the Charge Density Wave and Superconductivity in CuxTaS2,2H-TaS2,0.5,ambient,0.0,,TaS2,0.9,unknown,,,0.7273,False,0.4,True,False,True,formula similarity 0.73 below threshold; pressure class disagreement
arxiv:0808.2147,2008,Tuning the Charge Density Wave and Superconductivity in CuxTaS2,Cu0.04TaS2,4.5,ambient,0.0,,Cu0.04TaS2,4.5,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0808.2147,2008,Tuning the Charge Density Wave and Superconductivity in CuxTaS2,Cu0.04TaS2,4.5,ambient,0.0,,Cu0.04TaS2,4.5,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1104.2209,2011,Isotropic three-dimensional gap in the iron-arsenide superconductor LiFeAs from directional heat transport measurements,LiFeAs,18.0,ambient,0.0,iron_based,LiFeAs,18.0,ambient,0.0,iron_based,1.0,True,0.0,True,True,True,
arxiv:1412.0945,2014,Observation of a van Hove singularity and implication for strong coupling induced Cooper pairing in KFe2As2,KFe2As2,,ambient,0.0,iron_based,KFe2As2,3.6,unknown,,iron_based,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:1412.0945,2014,Observation of a van Hove singularity and implication for strong coupling induced Cooper pairing in KFe2As2,KFe2As2,,ambient,0.0,iron_based,KFe2As2,3.6,unknown,,iron_based,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,La,5.0,ambient,0.0,,La,5.0,ambient,0.0,,1.0,True,0.0,True,True,True,
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,Lu,12.4,high_pressure,174.0,,Lu,12.4,high_pressure,174.0,,1.0,True,0.0,True,True,True,
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,Sc,19.6,high_pressure,107.0,,Sc,19.6,high_pressure,107.0,,1.0,True,0.0,True,True,True,
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,Sc,8.31,high_pressure,111.0,,Sc,19.6,high_pressure,107.0,,1.0,True,11.29,False,True,True,tc disagreement
arxiv:1901.06541,2019,Measurements of microwave vortex response in dc magnetic fields in Tl$_2$Ba$_2$CaCu$_2$O$_{8+x}$ films,Tl₂Ba₂CaCu₂O₈₊ₓ,,ambient,0.0,cuprate,Tl2Ba2CaCu2O8+x,104.0,unknown,,cuprate,0.6,False,,False,False,True,formula similarity 0.60 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0107113,2001,Superconducting gap and pair breaking in CeRu2 studied by point contacts,CeRu2,,ambient,0.0,,CeRu2,6.3,ambient,0.0,,1.0,True,,False,True,True,tc disagreement
arxiv:cond-mat/0107113,2001,Superconducting gap and pair breaking in CeRu2 studied by point contacts,CeRu2,,ambient,0.0,,CeRu2,6.3,ambient,0.0,,1.0,True,,False,True,True,tc disagreement
arxiv:cond-mat/0509658,2005,Magnetic field dependence of the low-temperature specific heat of the electron-doped superconductor Pr1.85Ce0.15CuO4,Pr1.85Ce0.15CuO4,22.0,ambient,0.0,,Pr1.85Ce0.15CuO4,22.0,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1006.0073,2010,"Synthesis, structural and physical properties of $δ'$-FeSe$_{1-x}$",FeSe₁₋ₓ,8.5,ambient,0.0,iron_based,β-FeSe,8.5,ambient,0.0,iron_based,0.6154,False,0.0,True,True,True,formula similarity 0.62 below threshold
arxiv:0901.0177,2009,75As NMR Study of Hole-Doped Superconductor Ba1-xKxFe2As2 (Tc = 38K),Ba1-xKxFe2As2,38.0,ambient,0.0,iron_based,Ba1-xKxFe2As2,38.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0809.0092,2008,Pressure induced superconductivity in the charge density wave compound TbTe3,TbTe3,3.5,high_pressure,7.5,,TbTe3,3.5,high_pressure,7.5,,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0407420,2004,"Phase formation and phase stability of KMnO4-treated (Na,K)CoO2.yH2O","(Na,K)xCoO2.yH2O",3.2,ambient,0.0,,"(Na,K)xCoO2.yH2O",3.9,ambient,0.0,,1.0,True,0.7,True,True,True,
arxiv:cond-mat/0407420,2004,"Phase formation and phase stability of KMnO4-treated (Na,K)CoO2.yH2O","(Na,K)xCoO2.yH2O",4.6,ambient,0.0,,"(Na,K)xCoO2.yH2O",3.9,ambient,0.0,,1.0,True,-0.7,True,True,True,
arxiv:1203.4131,2012,Boron isotope effect in single crystals of ErNi$_2$B$_2$C superconductor,ErNi2B2C,,ambient,0.0,,ErNi2B2C,11.17,unknown,,,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:1203.4131,2012,Boron isotope effect in single crystals of ErNi$_2$B$_2$C superconductor,LuNi2B2C,,ambient,0.0,,ErNi2B2C,11.17,unknown,,,0.75,False,,False,False,True,formula similarity 0.75 below threshold; tc disagreement; pressure class disagreement
arxiv:1506.02875,2015,Fluctuation conductivity and possible pseudogap state in FeAs-based superconductor EuFeAsO(0.85)F(0.15),EuFeAsO0.85F0.15,11.0,ambient,0.0,iron_based,EuFeAsO0.85F0.15,11.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0905.2414,2009,Pairing resonance as a normal-state spin probe in ultra-thin Al films,Al,,ambient,0.0,,Al,2.74,unknown,,,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:cond-mat/0208313,2002,Superconductivity in Ba_2Sn_3Sb_6 and SrSn_3Sb_4,Ba2Sn3Sb6,3.9,ambient,0.0,,Ba2Sn3Sb6,3.9,ambient,0.0,,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0208313,2002,Superconductivity in Ba_2Sn_3Sb_6 and SrSn_3Sb_4,Ba2Sn3Sb6,3.9,ambient,0.0,,Ba2Sn3Sb6,3.9,ambient,0.0,,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0208313,2002,Superconductivity in Ba_2Sn_3Sb_6 and SrSn_3Sb_4,SrSn3Sb4,3.9,ambient,0.0,,SrSn3Sb4,3.9,ambient,0.0,,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0208313,2002,Superconductivity in Ba_2Sn_3Sb_6 and SrSn_3Sb_4,SrSn3Sb4,3.9,ambient,0.0,,SrSn3Sb4,3.9,ambient,0.0,,1.0,True,0.0,True,True,True,
arxiv:1809.09298,2018,Superconductivity in the metastable 1T' and 1T''' phases of MoS$_2$ crystals,1T'-MoS2,4.2,ambient,0.0,,MoS2,4.2,unknown,,,0.6667,False,0.0,True,False,True,formula similarity 0.67 below threshold; pressure class disagreement
arxiv:1809.09298,2018,Superconductivity in the metastable 1T' and 1T''' phases of MoS$_2$ crystals,1T'''-MoS2,5.3,ambient,0.0,,MoS2,4.2,unknown,,,0.5714,False,-1.1,True,False,True,formula similarity 0.57 below threshold; pressure class disagreement
arxiv:cond-mat/0404292,2004,Vortex dynamics in the presence of a line of submicron holes along a superconducting microbridge,Nb0.7Ge0.3,,ambient,0.0,,Nb0.7Ge0.3,2.75,ambient,0.0,,1.0,True,,False,True,True,tc disagreement
arxiv:1109.5773,2011,"Role of interstitial ""caged"" Fe in the superconductivity of FeTe1/2Se1/2",FeTe1/2Se1/2,10.0,ambient,0.0,iron_based,FeTe1/2Se1/2,10.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1109.5773,2011,"Role of interstitial ""caged"" Fe in the superconductivity of FeTe1/2Se1/2",FeTe1/2Se1/2,13.0,ambient,0.0,iron_based,FeTe1/2Se1/2,10.0,unknown,,iron_based,1.0,True,-3.0,True,False,True,pressure class disagreement
arxiv:cond-mat/0101320,2001,Static magnetic correlations near the insulating-superconducting phase boundary in La$_{2-x}$Sr$_{x}$CuO$_{4}$,La2-xSrxCuO4,,ambient,0.0,cuprate,La1.94Sr0.06CuO4,11.6,ambient,0.0,cuprate,0.5714,False,,False,True,True,formula similarity 0.57 below threshold; tc disagreement
arxiv:cond-mat/0101320,2001,Static magnetic correlations near the insulating-superconducting phase boundary in La$_{2-x}$Sr$_{x}$CuO$_{4}$,La2-xSrxCuO4,,ambient,0.0,cuprate,La1.94Sr0.06CuO4,11.6,ambient,0.0,cuprate,0.5714,False,,False,True,True,formula similarity 0.57 below threshold; tc disagreement
arxiv:cond-mat/0101320,2001,Static magnetic correlations near the insulating-superconducting phase boundary in La$_{2-x}$Sr$_{x}$CuO$_{4}$,La2-xSrxCuO4,,ambient,0.0,cuprate,La1.94Sr0.06CuO4,11.6,ambient,0.0,cuprate,0.5714,False,,False,True,True,formula similarity 0.57 below threshold; tc disagreement
arxiv:1509.03126,2015,Strong Coupling Superconductivity in the Vicinity of the Structural Quantum Critical Point in (Ca$_x$Sr$_{1-x}$)$_3$Rh$_4$Sn$_{13}$,(Ca₀Sr₀.₁)₃Rh₄Sn₁₃,,ambient,0.0,,(Ca0.9Sr0.1)3Rh4Sn13,,ambient,0.0,,0.5789,False,,True,True,True,formula similarity 0.58 below threshold
arxiv:1509.03126,2015,Strong Coupling Superconductivity in the Vicinity of the Structural Quantum Critical Point in (Ca$_x$Sr$_{1-x}$)$_3$Rh$_4$Sn$_{13}$,(Ca₀.₉Sr₀.₁)₃Rh₄Sn₁₃,,ambient,0.0,,(Ca0.9Sr0.1)3Rh4Sn13,,ambient,0.0,,0.6,False,,True,True,True,formula similarity 0.60 below threshold
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,Sm(O1-xFx)FeAs,,unknown,,iron_based,Sm(O1-xFx)FeAs,43.0,unknown,,iron_based,1.0,True,,False,True,True,tc disagreement
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,La(O1-xFx)FeAs,26.0,ambient,0.0,iron_based,La(O1-xFx)FeAs,26.0,unknown,,iron_based,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,RE(O1-xFx)FeAs,,unknown,,iron_based,RE(O1-xFx)FeAs,,unknown,,iron_based,1.0,True,,True,True,True,
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,La(O0.89F0.11)FeAs,,unknown,,iron_based,La(O0.89F0.11)FeAs,,unknown,,iron_based,1.0,True,,True,True,True,
arxiv:1709.06287,2017,Strong-coupling superconductivity induced by calcium intercalation in bilayer transition-metal dichalcogenides,Ca-intercalated MoS₂,13.3,unknown,,,CaMo2S4,13.3,unknown,,,0.3704,False,0.0,True,True,True,formula similarity 0.37 below threshold
arxiv:1709.06287,2017,Strong-coupling superconductivity induced by calcium intercalation in bilayer transition-metal dichalcogenides,Ca-intercalated WS₂,9.3,unknown,,,CaW2S4,9.3,unknown,,,0.32,False,0.0,True,True,True,formula similarity 0.32 below threshold
arxiv:1301.6436,2013,Coexistence of the Pseudogap and the Superconducting Gap Revealed by the \textit{c}-axis Optical Study of YBa$_{2}$(Cu$_{1-x}$Zn$_{x}$)$_{3}$O$_{7-δ}$,YBa2(Cu1-xZnx)3O7-δ,,ambient,0.0,cuprate,YBa2Cu3O7-delta,61.0,unknown,,cuprate,0.5882,False,,False,False,True,formula similarity 0.59 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0307330,2003,Absence of a boron isotope effect in the magnetic penetration depth of MgB$_{2}$,MgB2,,ambient,0.0,mgb2,Mg^10B2,40.36,ambient,0.0,,0.7273,False,,False,True,False,formula similarity 0.73 below threshold; tc disagreement; family disagreement
arxiv:1905.08641,2019,Emergent superconductivity in single crystalline $\mathrm{MgTi}_2\mathrm{O}_4$ films via structural engineering,MgTi2O4,5.0,ambient,0.0,,MgTi2O4,5.0,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1904.07541,2019,Oxidation annealing effects on the spin-glass-like magnetism and appearance of superconductivity in T*-type La$_{1-x/2}$Eu$_{1-x/2}$Sr$_x$CuO$_4$ (0.14 $\leq x \leq$ 0.28),La1−x/2Eu1−x/2SrxCuO4,24.5,ambient,0.0,cuprate,La0.93Eu0.93Sr0.14CuO4,24.5,unknown,,cuprate,0.4651,False,0.0,True,False,True,formula similarity 0.47 below threshold; pressure class disagreement
arxiv:1904.07541,2019,Oxidation annealing effects on the spin-glass-like magnetism and appearance of superconductivity in T*-type La$_{1-x/2}$Eu$_{1-x/2}$Sr$_x$CuO$_4$ (0.14 $\leq x \leq$ 0.28),La1−x/2Eu1−x/2SrxCuO4,9.0,ambient,0.0,cuprate,La0.93Eu0.93Sr0.14CuO4,24.5,unknown,,cuprate,0.4651,False,15.5,False,False,True,formula similarity 0.47 below threshold; tc disagreement; pressure class disagreement
arxiv:1904.07541,2019,Oxidation annealing effects on the spin-glass-like magnetism and appearance of superconductivity in T*-type La$_{1-x/2}$Eu$_{1-x/2}$Sr$_x$CuO$_4$ (0.14 $\leq x \leq$ 0.28),La1−x/2Eu1−x/2SrxCuO4,24.5,ambient,0.0,cuprate,La0.93Eu0.93Sr0.14CuO4,24.5,unknown,,cuprate,0.4651,False,0.0,True,False,True,formula similarity 0.47 below threshold; pressure class disagreement
arxiv:1904.07541,2019,Oxidation annealing effects on the spin-glass-like magnetism and appearance of superconductivity in T*-type La$_{1-x/2}$Eu$_{1-x/2}$Sr$_x$CuO$_4$ (0.14 $\leq x \leq$ 0.28),La1−x/2Eu1−x/2SrxCuO4,24.5,ambient,0.0,cuprate,La0.93Eu0.93Sr0.14CuO4,24.5,unknown,,cuprate,0.4651,False,0.0,True,False,True,formula similarity 0.47 below threshold; pressure class disagreement
arxiv:1912.04594,2019,Structural properties and magnetoresistance of La$_{1.952}$Sr$_{0.048}$CuO$_4$ thin films,La1.952Sr0.048CuO4,26.0,ambient,0.0,cuprate,La1.952Sr0.048CuO4,27.0,unknown,,cuprate,1.0,True,1.0,True,False,True,pressure class disagreement
arxiv:0805.2857,2008,Magnetic dipole induced guided vortex motion,Al,,ambient,0.0,,Al,1.356,unknown,,,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:2507.18373,2025,Persistent paramagnons in high-temperature infinite-layer nickelate superconductors,SmNiO₂,,ambient,0.0,,Pr0.8Sr0.2NiO2,9.0,unknown,,,0.4,False,,False,False,True,formula similarity 0.40 below threshold; tc disagreement; pressure class disagreement
arxiv:2507.18373,2025,Persistent paramagnons in high-temperature infinite-layer nickelate superconductors,Sm₁₋ₓ₋ᵧ₋ᵤEuₓCaᵧSrᵤNiO₂,,ambient,0.0,,Sm0.73Eu0.2Ca0.07NiO2,35.0,unknown,,,0.4186,False,,False,False,True,formula similarity 0.42 below threshold; tc disagreement; pressure class disagreement
arxiv:0809.0770,2008,Evolution of an Unconventional Superconducting State inside the Antiferromagnetic Phase of CeNiGe$_3$ under Pressure: a $^{73}$Ge-Nuclear-Quadrupole-Resonance Study,CeNiGe3,8.5,unknown,,,CeNiGe3,0.2,high_pressure,2.8,,1.0,True,-8.3,True,False,True,pressure class disagreement
arxiv:cond-mat/0202368,2002,Antiferromagnetism in the Vortex Cores of YBa$_2$Cu$_3$O$_{7-δ}$,YBa2Cu3O7-δ,,ambient,0.0,cuprate,YBa2Cu3O7-δ,92.5,ambient,0.0,cuprate,1.0,True,,False,True,True,tc disagreement
arxiv:cond-mat/0304263,2003,Towards universal magnetization curves in the superconducting state of RuSr2GdCu2O8,RuSr2GdCu2O8,50.0,ambient,0.0,cuprate,RuSr2GdCu2O8,50.0,ambient,0.0,cuprate,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0304263,2003,Towards universal magnetization curves in the superconducting state of RuSr2GdCu2O8,RuSr2GdCu2O8,50.0,ambient,0.0,cuprate,RuSr2GdCu2O8,50.0,ambient,0.0,cuprate,1.0,True,0.0,True,True,True,
arxiv:cond-mat/0304263,2003,Towards universal magnetization curves in the superconducting state of RuSr2GdCu2O8,RuSr2GdCu2O8,50.0,ambient,0.0,cuprate,RuSr2GdCu2O8,50.0,ambient,0.0,cuprate,1.0,True,0.0,True,True,True,
arxiv:cond-mat/9911307,1999,Two-dimensional quantum interference contributions to the magnetoresistance of Nd{2-x}Ce{x}CuO{4-d} single crystals,Nd1.82Ce0.18CuO4-d,,ambient,0.0,cuprate,Nd1.82Ce0.18CuO4-d,6.0,ambient,0.0,cuprate,1.0,True,,False,True,True,tc disagreement
arxiv:2602.23691,2026,Inverse Isotope Effect in the Ternary Perovskite Hydride SrPdH/D$_{2.9}$: A Signature of Quantum Zero-Point Fluctuations,SrPdH_{3-x},2.1,ambient,0.0,,SrPdH3-x,2.1,high_pressure,0.056,hydride,0.8421,True,0.0,True,False,False,pressure class disagreement; family disagreement
arxiv:2602.23691,2026,Inverse Isotope Effect in the Ternary Perovskite Hydride SrPdH/D$_{2.9}$: A Signature of Quantum Zero-Point Fluctuations,SrPdD_{2.9},2.2,ambient,0.0,,SrPdD2.9(2),2.2,high_pressure,0.056,,0.7273,False,0.0,True,False,True,formula similarity 0.73 below threshold; pressure class disagreement
arxiv:0808.1557,2008,Superconductivity at 2.2K in La3Ni4P4O2,La3Ni4P4O2,2.2,ambient,0.0,,La3Ni4P4O2,2.2,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0808.1557,2008,Superconductivity at 2.2K in La3Ni4P4O2,La3Ni4P4O2,2.2,ambient,0.0,,La3Ni4P4O2,2.2,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1512.02514,2015,Superconductivity in CaSn3 single crystal with a AuCu3-type structure,CaSn3,4.2,ambient,0.0,,CaSn3,4.2,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1512.02514,2015,Superconductivity in CaSn3 single crystal with a AuCu3-type structure,CaSn3,4.2,ambient,0.0,,CaSn3,4.2,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1512.02514,2015,Superconductivity in CaSn3 single crystal with a AuCu3-type structure,CaSn3,4.2,ambient,0.0,,CaSn3,4.2,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:0706.3584,2007,Calorimetric Evidence for a Fulde-Ferrell-Larkin-Ovchinnikov Superconducting State in the Layered Organic Superconductor κ$-(BEDT-TTF)$_2$Cu(NCS)$_2$,κ-(BEDT-TTF)₂Cu(NCS)₂,,ambient,0.0,,κ-(BEDT-TTF)2Cu(NCS)2,9.1,unknown,,,0.9048,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:cond-mat/0502608,2005,Distribution of the superconducting gap in an YNi2B2C film studied by point contact spectroscopy,YNi2B2C,15.2,ambient,0.0,,YNi2B2C,15.2,ambient,0.0,,1.0,True,0.0,True,True,True,
arxiv:1301.5466,2013,Superconductivity in Sulfur-Doped Amorphous Carbon Films,aC-S,34.4,ambient,0.0,,aC-S,34.4,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:2001.07991,2020,Spintronic superconductor in a bulk layered material with natural spin-valve structure,EuSn2As2,,ambient,0.0,,EuSn2As2,4.8,unknown,,,1.0,True,,False,False,True,tc disagreement; pressure class disagreement
arxiv:1101.0789,2011,The effect of varying Fe-content on transport properties of K intercalated iron selenide KxFe2-ySe2,KxFe2-ySe2,44.0,ambient,0.0,iron_based,KxFe2Se2,30.0,unknown,,iron_based,0.8889,True,-14.0,False,False,True,tc disagreement; pressure class disagreement
arxiv:1101.0789,2011,The effect of varying Fe-content on transport properties of K intercalated iron selenide KxFe2-ySe2,KxFe2-ySe2,44.0,ambient,0.0,iron_based,KxFe2Se2,30.0,unknown,,iron_based,0.8889,True,-14.0,False,False,True,tc disagreement; pressure class disagreement
arxiv:cond-mat/0701566,2007,On the superconducting state of the organic conductor $(TMTSF)_2ClO_4$,(TMTSF)2ClO4,1.4,ambient,0.0,,(TMTSF)2ClO4,1.4,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:cond-mat/0004094,2000,Absence of residual quasiparticle conductivity in the underdoped cuprate YBa2Cu4O8,YBa2Cu4O8,,ambient,0.0,cuprate,YBa2Cu4O8,80.0,ambient,0.0,cuprate,1.0,True,,False,True,True,tc disagreement
arxiv:cond-mat/0307360,2003,Transport in Ultraclean YBa$_2$Cu$_3$O$_7$: neither Unitary nor Born Impurity Scattering,YBa2Cu3O7,,ambient,0.0,cuprate,YBa2Cu3O6.99,89.0,ambient,0.0,cuprate,0.7619,False,,False,True,True,formula similarity 0.76 below threshold; tc disagreement
arxiv:2210.04159,2022,Observation of superconductivity in the noncentrosymmetric nodal chain semimetal Ba5In4Bi5,Ba5In4Bi5,4.1,ambient,0.0,,Ba5In4Bi5,4.1,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:2210.04159,2022,Observation of superconductivity in the noncentrosymmetric nodal chain semimetal Ba5In4Bi5,Ba5In4Bi5,4.1,ambient,0.0,,Ba5In4Bi5,4.1,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:2210.04159,2022,Observation of superconductivity in the noncentrosymmetric nodal chain semimetal Ba5In4Bi5,Ba5In4Bi5,4.1,ambient,0.0,,Ba5In4Bi5,4.1,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1608.01043,2016,Upper critical field and quantum oscillations in tetragonal superconducting FeS,FeS,4.1,ambient,0.0,,FeS,4.1,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1608.01043,2016,Upper critical field and quantum oscillations in tetragonal superconducting FeS,FeS,4.1,ambient,0.0,,FeS,4.1,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1308.3766,2013,Superconductivity at 6 K and the violation of Pauli limit in Ta2PdxS5,Ta2Pd0.92S5,6.0,ambient,0.0,,Ta2Pd0.92S5,6.0,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
arxiv:1308.3766,2013,Superconductivity at 6 K and the violation of Pauli limit in Ta2PdxS5,Ta2Pd0.92S5,6.0,ambient,0.0,,Ta2Pd0.92S5,6.0,unknown,,,1.0,True,0.0,True,False,True,pressure class disagreement
