paper_id,paper_year,paper_title,claude_formula,claude_tc,claude_pressure_class,claude_pressure_gpa,claude_evidence_type,sclib_formula,sclib_tc,sclib_pressure_class,sclib_pressure_gpa,sclib_evidence_type,formula_similarity,formula_match,tc_delta,tc_match,pressure_class_match,notes
arxiv:cond-mat/0210536,2002,Commensurate spin dynamics in the superconducting state of an electron-doped cuprate superconductor,Nd2-xCexCuO4,25.0,ambient,,primary,Nd2-xCexCuO4,18.0,ambient,0.0,,1.0,True,-7.0,True,True,
arxiv:cond-mat/0210536,2002,Commensurate spin dynamics in the superconducting state of an electron-doped cuprate superconductor,La2-xSrxCuO4,,ambient,,cited,Nd2-xCexCuO4,18.0,ambient,0.0,,0.6667,False,,False,True,formula similarity 0.67 below threshold; tc disagreement
arxiv:2006.01776,2020,Non-destructive characterisation of dopant spatial distribution in cuprate superconductors,"(La,Sr)2CuO4",,ambient,,primary,La2-xSrxCuO4,14.43,unknown,,primary,0.6667,False,,False,False,formula similarity 0.67 below threshold; tc disagreement; pressure class disagreement
arxiv:0811.1601,2008,The intrinsic electronic phase diagram of iron-oxypnictide superconductors,LaFeAsO1-xFx,,ambient,,primary,LaFeAsO1-xFx,26.8,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:0811.1601,2008,The intrinsic electronic phase diagram of iron-oxypnictide superconductors,SmFeAsO1-xFx,,ambient,,primary,SmFeAsO1-xFx,36.2,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:cond-mat/0201544,2002,Elastic-to-plastic crossover below the peak effect in the vortex solid of YBa2Cu3O7 single crystals,YBa2Cu3O7,,ambient,,primary,YBa2Cu3O7,93.2,ambient,0.0,,1.0,True,,False,True,tc disagreement
arxiv:cond-mat/0406685,2004,Relevance of multiband Jahn-Teller effects on the electron-phonon interaction in $A_3$C$_{60}$,A3C60,,unknown,,primary,A3C60,40.0,unknown,,,1.0,True,,False,True,tc disagreement
arxiv:0808.2147,2008,Tuning the Charge Density Wave and Superconductivity in CuxTaS2,TaS2,1.0,ambient,,cited,TaS2,0.9,unknown,,primary,1.0,True,-0.1,True,False,pressure class disagreement
arxiv:0808.2147,2008,Tuning the Charge Density Wave and Superconductivity in CuxTaS2,Cu0.04TaS2,4.5,ambient,,primary,Cu0.04TaS2,4.5,unknown,,primary,1.0,True,0.0,True,False,pressure class disagreement
arxiv:0808.2147,2008,Tuning the Charge Density Wave and Superconductivity in CuxTaS2,CuxTaS2,2.5,ambient,,primary,CuxTaS2,2.5,unknown,,primary,1.0,True,0.0,True,False,pressure class disagreement
arxiv:1104.2209,2011,Isotropic three-dimensional gap in the iron-arsenide superconductor LiFeAs from directional heat transport measurements,LiFeAs,18.0,ambient,,primary,LiFeAs,18.0,ambient,0.0,primary,1.0,True,0.0,True,True,
arxiv:1412.0945,2014,Observation of a van Hove singularity and implication for strong coupling induced Cooper pairing in KFe2As2,KFe2As2,,ambient,,primary,KFe2As2,3.6,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,La,5.0,ambient,,cited,La,5.0,ambient,0.0,cited,1.0,True,0.0,True,True,
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,Lu,12.4,high_pressure,174.0,primary,Lu,12.4,high_pressure,174.0,primary,1.0,True,0.0,True,True,
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,Sc,19.6,high_pressure,107.0,primary,Sc,19.6,high_pressure,107.0,primary,1.0,True,0.0,True,True,
arxiv:0806.3407,2008,Comparison of the pressure dependences of Tc in the trivalent d-electron superconductors,Sc,8.31,high_pressure,111.0,primary,Sc,19.6,high_pressure,107.0,primary,1.0,True,11.29,False,True,tc disagreement
arxiv:1901.06541,2019,Measurements of microwave vortex response in dc magnetic fields in Tl$_2$Ba$_2$CaCu$_2$O$_{8+x}$ films,Tl2Ba2CaCu2O8+x,,ambient,,primary,Tl2Ba2CaCu2O8+x,104.0,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:cond-mat/0107113,2001,Superconducting gap and pair breaking in CeRu2 studied by point contacts,CeRu2,,ambient,,primary,CeRu2,6.3,ambient,0.0,,1.0,True,,False,True,tc disagreement
arxiv:cond-mat/0509658,2005,Magnetic field dependence of the low-temperature specific heat of the electron-doped superconductor Pr1.85Ce0.15CuO4,Pr1.85Ce0.15CuO4,22.0,ambient,,primary,Pr1.85Ce0.15CuO4,22.0,unknown,,primary,1.0,True,0.0,True,False,pressure class disagreement
arxiv:1605.00053,2016,Origin of Pressure-induced Superconducting Phase in K$_{x}$Fe$_{2-y}$Se$_{2}$ studied by Synchrotron X-ray Diffraction and Spectroscopy,KxFe2-ySe2,,high_pressure,12.0,primary,KxFe2-ySe2,30.0,ambient,0.0,cited,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:1006.0073,2010,"Synthesis, structural and physical properties of $δ'$-FeSe$_{1-x}$",FeSe1-x,8.5,ambient,,primary,FeSe1-x,36.0,high_pressure,8.9,cited,1.0,True,27.5,False,False,tc disagreement; pressure class disagreement
arxiv:1006.0073,2010,"Synthesis, structural and physical properties of $δ'$-FeSe$_{1-x}$",FeSe1-x,,high_pressure,,primary,FeSe1-x,36.0,high_pressure,8.9,cited,1.0,True,,False,True,tc disagreement
arxiv:0901.0177,2009,75As NMR Study of Hole-Doped Superconductor Ba1-xKxFe2As2 (Tc = 38K),Ba1-xKxFe2As2,38.0,ambient,,primary,Ba1-xKxFe2As2,38.0,unknown,,cited,1.0,True,0.0,True,False,pressure class disagreement
arxiv:0809.0092,2008,Pressure induced superconductivity in the charge density wave compound TbTe3,TbTe3,3.5,high_pressure,7.5,primary,TbTe3,3.5,high_pressure,7.5,primary,1.0,True,0.0,True,True,
arxiv:cond-mat/0407420,2004,"Phase formation and phase stability of KMnO4-treated (Na,K)CoO2.yH2O","(Na,K)xCoO2.yH2O",3.9,ambient,,primary,"(Na,K)xCoO2.yH2O",3.9,ambient,0.0,,1.0,True,0.0,True,True,
arxiv:1203.4131,2012,Boron isotope effect in single crystals of ErNi$_2$B$_2$C superconductor,ErNi2B2C,,ambient,,primary,ErNi2B2C,11.17,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:1203.4131,2012,Boron isotope effect in single crystals of ErNi$_2$B$_2$C superconductor,LuNi2B2C,,ambient,,cited,ErNi2B2C,11.17,unknown,,primary,0.75,False,,False,False,formula similarity 0.75 below threshold; tc disagreement; pressure class disagreement
arxiv:1506.02875,2015,Fluctuation conductivity and possible pseudogap state in FeAs-based superconductor EuFeAsO(0.85)F(0.15),EuFeAsO0.85F0.15,11.0,ambient,,primary,EuFeAsO0.85F0.15,11.0,unknown,,primary,1.0,True,0.0,True,False,pressure class disagreement
arxiv:0905.2414,2009,Pairing resonance as a normal-state spin probe in ultra-thin Al films,Al,,ambient,,primary,Al,2.74,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:cond-mat/0208313,2002,Superconductivity in Ba_2Sn_3Sb_6 and SrSn_3Sb_4,Ba2Sn3Sb6,3.9,ambient,,primary,Ba2Sn3Sb6,3.9,ambient,0.0,,1.0,True,0.0,True,True,
arxiv:cond-mat/0208313,2002,Superconductivity in Ba_2Sn_3Sb_6 and SrSn_3Sb_4,SrSn3Sb4,3.9,ambient,,primary,SrSn3Sb4,3.9,ambient,0.0,,1.0,True,0.0,True,True,
arxiv:1809.09298,2018,Superconductivity in the metastable 1T' and 1T''' phases of MoS$_2$ crystals,1T'-MoS2,4.2,ambient,,primary,MoS2,4.2,unknown,,primary,0.6667,False,0.0,True,False,formula similarity 0.67 below threshold; pressure class disagreement
arxiv:1809.09298,2018,Superconductivity in the metastable 1T' and 1T''' phases of MoS$_2$ crystals,1T'''-MoS2,5.3,ambient,,primary,MoS2,4.2,unknown,,primary,0.5714,False,-1.1,True,False,formula similarity 0.57 below threshold; pressure class disagreement
arxiv:cond-mat/0404292,2004,Vortex dynamics in the presence of a line of submicron holes along a superconducting microbridge,Nb0.7Ge0.3,,ambient,,primary,Nb0.7Ge0.3,2.75,ambient,0.0,,1.0,True,,False,True,tc disagreement
arxiv:1109.5773,2011,"Role of interstitial ""caged"" Fe in the superconductivity of FeTe1/2Se1/2",FeTe1/2Se1/2,10.0,ambient,,primary,FeTe1/2Se1/2,10.0,unknown,,primary,1.0,True,0.0,True,False,pressure class disagreement
arxiv:1109.5773,2011,"Role of interstitial ""caged"" Fe in the superconductivity of FeTe1/2Se1/2",FeTe1/2Se1/2,13.0,ambient,,primary,FeTe1/2Se1/2,10.0,unknown,,primary,1.0,True,-3.0,True,False,pressure class disagreement
arxiv:cond-mat/0101320,2001,Static magnetic correlations near the insulating-superconducting phase boundary in La$_{2-x}$Sr$_{x}$CuO$_{4}$,La2-xSrxCuO4,,ambient,,primary,La1.94Sr0.06CuO4,11.6,ambient,0.0,,0.5714,False,,False,True,formula similarity 0.57 below threshold; tc disagreement
arxiv:1509.03126,2015,Strong Coupling Superconductivity in the Vicinity of the Structural Quantum Critical Point in (Ca$_x$Sr$_{1-x}$)$_3$Rh$_4$Sn$_{13}$,(Ca0.0Sr1.0)3Rh4Sn13,,ambient,,primary,(Ca0.9Sr0.1)3Rh4Sn13,,ambient,0.0,primary,0.85,True,,True,True,
arxiv:1509.03126,2015,Strong Coupling Superconductivity in the Vicinity of the Structural Quantum Critical Point in (Ca$_x$Sr$_{1-x}$)$_3$Rh$_4$Sn$_{13}$,(CaxSr1-x)3Rh4Sn13,,ambient,,primary,(Ca0.9Sr0.1)3Rh4Sn13,,ambient,0.0,primary,0.7895,False,,True,True,formula similarity 0.79 below threshold
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,La(O1-xFx)FeAs,26.0,ambient,,cited,La(O1-xFx)FeAs,26.0,unknown,,cited,1.0,True,0.0,True,False,pressure class disagreement
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,La(O0.89F0.11)FeAs,,high_pressure,,cited,La(O0.89F0.11)FeAs,,unknown,,cited,1.0,True,,True,False,pressure class disagreement
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,Sm(O1-xFx)FeAs,,unknown,,primary,Sm(O1-xFx)FeAs,43.0,unknown,,cited,1.0,True,,False,True,tc disagreement
arxiv:0804.1582,2008,Pressure Effects on the Superconducting and Spin-Density-Wave States of the Newly Discovered Sm(O1-xFx)FeAs,RE(O1-xFx)FeAs,47.0,ambient,,cited,RE(O1-xFx)FeAs,,unknown,,cited,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:cond-mat/0409331,2004,Pronounced enhancement of the lower critical field and critical current deep in the superconducting state of PrOs$_4$Sb$_{12}$,PrOs4Sb12,1.85,ambient,,primary,PrOs4Sb12,2.0,ambient,0.0,,1.0,True,0.15,True,True,
arxiv:cond-mat/0409331,2004,Pronounced enhancement of the lower critical field and critical current deep in the superconducting state of PrOs$_4$Sb$_{12}$,U1-xThxBe13,,ambient,,cited,PrOs4Sb12,2.0,ambient,0.0,,0.1,False,,False,True,formula similarity 0.10 below threshold; tc disagreement
arxiv:cond-mat/0409331,2004,Pronounced enhancement of the lower critical field and critical current deep in the superconducting state of PrOs$_4$Sb$_{12}$,UPt3,,ambient,,cited,PrOs4Sb12,2.0,ambient,0.0,,0.1538,False,,False,True,formula similarity 0.15 below threshold; tc disagreement
arxiv:1709.06287,2017,Strong-coupling superconductivity induced by calcium intercalation in bilayer transition-metal dichalcogenides,CaMoS2,13.3,ambient,,theoretical,MoS2,10.8,unknown,,cited,0.8,True,-2.5,True,False,pressure class disagreement
arxiv:1709.06287,2017,Strong-coupling superconductivity induced by calcium intercalation in bilayer transition-metal dichalcogenides,CaWS2,9.3,ambient,,theoretical,CaW2S4,9.3,unknown,,primary,0.7273,False,0.0,True,False,formula similarity 0.73 below threshold; pressure class disagreement
arxiv:1301.6436,2013,Coexistence of the Pseudogap and the Superconducting Gap Revealed by the \textit{c}-axis Optical Study of YBa$_{2}$(Cu$_{1-x}$Zn$_{x}$)$_{3}$O$_{7-δ}$,YBa2(Cu1-xZnx)3O7-d,,ambient,,primary,YBa2Cu3O7-delta,61.0,unknown,,primary,0.6471,False,,False,False,formula similarity 0.65 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0307330,2003,Absence of a boron isotope effect in the magnetic penetration depth of MgB$_{2}$,MgB2,,ambient,,primary,Mg^10B2,40.36,ambient,0.0,,0.7273,False,,False,True,formula similarity 0.73 below threshold; tc disagreement
arxiv:1512.06553,2015,Manipulating charge-density-wave in $1T$-TaS$_{2}$ by charge carrier doping: A first-principles investigation,1T-TaS2,6.5,ambient,,theoretical,TaS2,6.5,unknown,,primary,0.7273,False,0.0,True,False,formula similarity 0.73 below threshold; pressure class disagreement
arxiv:1905.08641,2019,Emergent superconductivity in single crystalline $\mathrm{MgTi}_2\mathrm{O}_4$ films via structural engineering,MgTi2O4,5.0,ambient,,primary,MgTi2O4,5.0,unknown,,primary,1.0,True,0.0,True,False,pressure class disagreement
arxiv:1904.07541,2019,Oxidation annealing effects on the spin-glass-like magnetism and appearance of superconductivity in T*-type La$_{1-x/2}$Eu$_{1-x/2}$Sr$_x$CuO$_4$ (0.14 $\leq x \leq$ 0.28),La0.43Eu0.43Sr0.14CuO4,24.5,ambient,,primary,La0.93Eu0.93Sr0.14CuO4,24.5,unknown,,primary,0.9091,True,0.0,True,False,pressure class disagreement
arxiv:1904.07541,2019,Oxidation annealing effects on the spin-glass-like magnetism and appearance of superconductivity in T*-type La$_{1-x/2}$Eu$_{1-x/2}$Sr$_x$CuO$_4$ (0.14 $\leq x \leq$ 0.28),La0.36Eu0.36Sr0.28CuO4,9.0,ambient,,primary,La0.86Eu0.86Sr0.28CuO4,9.0,unknown,,primary,0.9091,True,0.0,True,False,pressure class disagreement
arxiv:1912.04594,2019,Structural properties and magnetoresistance of La$_{1.952}$Sr$_{0.048}$CuO$_4$ thin films,La1.952Sr0.048CuO4,26.0,ambient,,primary,La1.952Sr0.048CuO4,27.0,unknown,,primary,1.0,True,1.0,True,False,pressure class disagreement
arxiv:0805.2857,2008,Magnetic dipole induced guided vortex motion,Al,,ambient,,primary,Al,1.356,unknown,,primary,1.0,True,,False,False,tc disagreement; pressure class disagreement
arxiv:cond-mat/9804088,1998,Influence of Electron-Phonon Interaction on Spin Fluctuation Induced Superconductivity,YBa2Cu3O7,,ambient,,theoretical,YBa2Cu3O7,110.0,ambient,0.0,,1.0,True,,False,True,tc disagreement
arxiv:cond-mat/0011183,2000,Quasiparticle dynamics and gap structure in Hg1223 investigated with femtosecond spectroscopy,Hg1223,,ambient,,primary,Hg1Ba2Ca2Cu3O8+δ,120.0,ambient,0.0,,0.5455,False,,False,True,formula similarity 0.55 below threshold; tc disagreement
arxiv:2507.18373,2025,Persistent paramagnons in high-temperature infinite-layer nickelate superconductors,Sm1-x-y-zEuxCaySrzNiO2,,ambient,,primary,Sm0.73Eu0.2Ca0.07NiO2,35.0,unknown,,primary,0.4651,False,,False,False,formula similarity 0.47 below threshold; tc disagreement; pressure class disagreement
arxiv:2507.18373,2025,Persistent paramagnons in high-temperature infinite-layer nickelate superconductors,SmNiO2,,ambient,,cited,Pr0.8Sr0.2NiO2,9.0,unknown,,cited,0.5,False,,False,False,formula similarity 0.50 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0405250,2004,Spin polarized current and Andreev transmission in planar superconducting-ferromagnetic Nb-Ni junctions,Nb,,ambient,,unknown,Nb,8.6,ambient,0.0,,1.0,True,,False,True,tc disagreement
arxiv:0809.0770,2008,Evolution of an Unconventional Superconducting State inside the Antiferromagnetic Phase of CeNiGe$_3$ under Pressure: a $^{73}$Ge-Nuclear-Quadrupole-Resonance Study,CeNiGe3,,high_pressure,,primary,CeNiGe3,0.2,high_pressure,2.8,primary,1.0,True,,False,True,tc disagreement
arxiv:2011.12444,2020,Short-range nematic fluctuations in Sr1-xNaxFe2As2 superconductors,Sr1-xNaxFe2As2,,ambient,,primary,Sr0.64Na0.36Fe2As2,8.7,unknown,,primary,0.625,False,,False,False,formula similarity 0.62 below threshold; tc disagreement; pressure class disagreement
arxiv:cond-mat/0202368,2002,Antiferromagnetism in the Vortex Cores of YBa$_2$Cu$_3$O$_{7-δ}$,YBa2Cu3O7-d,,ambient,,primary,YBa2Cu3O7-δ,92.5,ambient,0.0,,0.9091,True,,False,True,tc disagreement
